t_min,t_s,unidad,servicio,tramo,sentido,dist_km,estado
970.0,58200,SFE 10,,,,,cochera:El Arenal
970.0,58200,SFE 4,,,,,cochera:El Arenal
970.0,58200,SFE 7,,,,,cochera:El Arenal
970.0,58200,SFE 2,,,,,cochera:CORONEL
970.0,58200,SFE 3,,,,,cochera:CORONEL
970.0,58200,SFE 5,,,,,cochera:CONCEPCIÓN
970.0,58200,SFE 6,,,,,cochera:CONCEPCIÓN
970.0,58200,SFE B1,,,,,cochera:LAJA
970.0,58200,UT 2,,,,,cochera:OMER HUET
972.0,58320,SFE 1,20072,L2,CW->CC,21.887,circulando
972.0,58320,SFE 11,20320,L1,TH->LJ,79.215,circulando
972.0,58320,SFE 8,20067,L2,CC->CW,27.355,circulando
972.0,58320,SFE 9,20068,L2,CW->CC,3.469,circulando
972.0,58320,SFE B2,20318,L1,TH->LJ,58.647,circulando
972.0,58320,SFE B3,20856,L1,LJ->TH,71.135,circulando
972.0,58320,UT 1,20321,L1,LJ->TH,56.983,circulando
972.0,58320,SFE 10,,,,,cochera:El Arenal
972.0,58320,SFE 4,,,,,cochera:El Arenal
972.0,58320,SFE 7,,,,,cochera:El Arenal
972.0,58320,SFE 2,,,,,cochera:CORONEL
972.0,58320,SFE 3,,,,,cochera:CORONEL
972.0,58320,SFE 5,,,,,cochera:CONCEPCIÓN
972.0,58320,SFE 6,,,,,cochera:CONCEPCIÓN
972.0,58320,SFE B1,,,,,cochera:LAJA
972.0,58320,UT 2,,,,,cochera:OMER HUET
974.0,58440,SFE 1,20072,L2,CW->CC,19.458,circulando
974.0,58440,SFE 11,20320,L1,TH->LJ,77.112,circulando
974.0,58440,SFE 9,20068,L2,CW->CC,2.481,circulando
974.0,58440,SFE B2,20318,L1,TH->LJ,56.983,circulando
974.0,58440,SFE B3,20856,L1,LJ->TH,72.878,circulando
974.0,58440,UT 1,20321,L1,LJ->TH,57.815,circulando
974.0,58440,SFE 10,,,,,cochera:El Arenal
974.0,58440,SFE 4,,,,,cochera:El Arenal
974.0,58440,SFE 7,,,,,cochera:El Arenal
974.0,58440,SFE 2,,,,,cochera:CORONEL
974.0,58440,SFE 3,,,,,cochera:CORONEL
974.0,58440,SFE 8,,,,,cochera:CORONEL
974.0,58440,SFE 5,,,,,cochera:CONCEPCIÓN
974.0,58440,SFE 6,,,,,cochera:CONCEPCIÓN
974.0,58440,SFE B1,,,,,cochera:LAJA
974.0,58440,UT 2,,,,,cochera:OMER HUET
976.0,58560,SFE 1,20072,L2,CW->CC,17.878,circulando
976.0,58560,SFE 11,20320,L1,TH->LJ,76.06,circulando
976.0,58560,SFE 9,20068,L2,CW->CC,1.494,circulando
976.0,58560,SFE B2,20318,L1,TH->LJ,56.151,circulando
976.0,58560,SFE B3,20856,L1,LJ->TH,73.939,circulando
976.0,58560,UT 1,20321,L1,LJ->TH,58.647,circulando
976.0,58560,SFE 10,,,,,cochera:El Arenal
976.0,58560,SFE 4,,,,,cochera:El Arenal
976.0,58560,SFE 7,,,,,cochera:El Arenal
976.0,58560,SFE 2,,,,,cochera:CORONEL
976.0,58560,SFE 3,,,,,cochera:CORONEL
976.0,58560,SFE 8,,,,,cochera:CORONEL
976.0,58560,SFE 5,,,,,cochera:CONCEPCIÓN
976.0,58560,SFE 6,,,,,cochera:CONCEPCIÓN
976.0,58560,SFE B1,,,,,cochera:LAJA
976.0,58560,UT 2,,,,,cochera:OMER HUET
978.0,58680,SFE 1,20072,L2,CW->CC,16.485,circulando
978.0,58680,SFE 11,20320,L1,TH->LJ,73.939,circulando
978.0,58680,SFE B2,20318,L1,TH->LJ,55.32,circulando
978.0,58680,SFE B3,20856,L1,LJ->TH,76.06,circulando
978.0,58680,UT 1,20321,L1,LJ->TH,60.31,circulando
978.0,58680,SFE 10,,,,,cochera:El Arenal
978.0,58680,SFE 4,,,,,cochera:El Arenal
978.0,58680,SFE 7,,,,,cochera:El Arenal
978.0,58680,SFE 2,,,,,cochera:CORONEL
978.0,58680,SFE 3,,,,,cochera:CORONEL
978.0,58680,SFE 8,,,,,cochera:CORONEL
978.0,58680,SFE 5,,,,,cochera:CONCEPCIÓN
978.0,58680,SFE 6,,,,,cochera:CONCEPCIÓN
978.0,58680,SFE 9,,,,,cochera:CONCEPCIÓN
978.0,58680,SFE B1,,,,,cochera:LAJA
978.0,58680,UT 2,,,,,cochera:OMER HUET
980.0,58800,SFE 1,20072,L2,CW->CC,15.625,circulando
980.0,58800,SFE 11,20320,L1,TH->LJ,72.878,circulando
980.0,58800,SFE 9,20069,L2,CC->CW,1.0,circulando
980.0,58800,SFE B2,20318,L1,TH->LJ,53.913,circulando
980.0,58800,SFE B3,20856,L1,LJ->TH,77.112,circulando
980.0,58800,UT 1,20321,L1,LJ->TH,61.222,circulando
980.0,58800,SFE 10,,,,,cochera:El Arenal
980.0,58800,SFE 4,,,,,cochera:El Arenal
980.0,58800,SFE 7,,,,,cochera:El Arenal
980.0,58800,SFE 2,,,,,cochera:CORONEL
980.0,58800,SFE 3,,,,,cochera:CORONEL
980.0,58800,SFE 8,,,,,cochera:CORONEL
980.0,58800,SFE 5,,,,,cochera:CONCEPCIÓN
980.0,58800,SFE 6,,,,,cochera:CONCEPCIÓN
980.0,58800,SFE B1,,,,,cochera:LAJA
980.0,58800,UT 2,,,,,cochera:OMER HUET
982.0,58920,SFE 1,20072,L2,CW->CC,14.75,circulando
982.0,58920,SFE 11,20320,L1,TH->LJ,71.135,circulando
982.0,58920,SFE 9,20069,L2,CC->CW,2.001,circulando
982.0,58920,SFE B2,20318,L1,TH->LJ,52.161,circulando
982.0,58920,SFE B3,20856,L1,LJ->TH,79.215,circulando
982.0,58920,UT 1,20321,L1,LJ->TH,63.047,circulando
982.0,58920,SFE 10,,,,,cochera:El Arenal
982.0,58920,SFE 4,,,,,cochera:El Arenal
982.0,58920,SFE 7,,,,,cochera:El Arenal
982.0,58920,SFE 2,,,,,cochera:CORONEL
982.0,58920,SFE 3,,,,,cochera:CORONEL
982.0,58920,SFE 8,,,,,cochera:CORONEL
982.0,58920,SFE 5,,,,,cochera:CONCEPCIÓN
982.0,58920,SFE 6,,,,,cochera:CONCEPCIÓN
982.0,58920,SFE B1,,,,,cochera:LAJA
982.0,58920,UT 2,,,,,cochera:OMER HUET
984.0,59040,SFE 1,20072,L2,CW->CC,13.874,circulando
984.0,59040,SFE 11,20320,L1,TH->LJ,69.392,circulando
984.0,59040,SFE 9,20069,L2,CC->CW,3.003,circulando
984.0,59040,SFE B2,20318,L1,TH->LJ,50.064,circulando
984.0,59040,SFE B3,20856,L1,LJ->TH,80.287,circulando
984.0,59040,UT 1,20321,L1,LJ->TH,64.872,circulando
984.0,59040,SFE 10,,,,,cochera:El Arenal
984.0,59040,SFE 4,,,,,cochera:El Arenal
984.0,59040,SFE 7,,,,,cochera:El Arenal
984.0,59040,SFE 2,,,,,cochera:CORONEL
984.0,59040,SFE 3,,,,,cochera:CORONEL
984.0,59040,SFE 8,,,,,cochera:CORONEL
984.0,59040,SFE 5,,,,,cochera:CONCEPCIÓN
984.0,59040,SFE 6,,,,,cochera:CONCEPCIÓN
984.0,59040,SFE B1,,,,,cochera:LAJA
984.0,59040,UT 2,,,,,cochera:OMER HUET
986.0,59160,SFE 1,20072,L2,CW->CC,12.591,circulando
986.0,59160,SFE 11,20320,L1,TH->LJ,68.521,circulando
986.0,59160,SFE 9,20069,L2,CC->CW,3.839,circulando
986.0,59160,SFE B2,20318,L1,TH->LJ,47.966,circulando
986.0,59160,SFE B3,20856,L1,LJ->TH,81.36,circulando
986.0,59160,UT 1,20321,L1,LJ->TH,66.696,circulando
986.0,59160,SFE 10,,,,,cochera:El Arenal
986.0,59160,SFE 4,,,,,cochera:El Arenal
986.0,59160,SFE 7,,,,,cochera:El Arenal
986.0,59160,SFE 2,,,,,cochera:CORONEL
986.0,59160,SFE 3,,,,,cochera:CORONEL
986.0,59160,SFE 8,,,,,cochera:CORONEL
986.0,59160,SFE 5,,,,,cochera:CONCEPCIÓN
986.0,59160,SFE 6,,,,,cochera:CONCEPCIÓN
986.0,59160,SFE B1,,,,,cochera:LAJA
986.0,59160,UT 2,,,,,cochera:OMER HUET
988.0,59280,SFE 1,20072,L2,CW->CC,11.026,circulando
988.0,59280,SFE 11,20320,L1,TH->LJ,68.521,circulando
988.0,59280,SFE 9,20069,L2,CC->CW,5.154,circulando
988.0,59280,SFE B3,20856,L1,LJ->TH,82.313,circulando
988.0,59280,UT 1,20321,L1,LJ->TH,68.521,circulando
988.0,59280,SFE 10,,,,,cochera:El Arenal
988.0,59280,SFE 4,,,,,cochera:El Arenal
988.0,59280,SFE 7,,,,,cochera:El Arenal
988.0,59280,SFE 2,,,,,cochera:CORONEL
988.0,59280,SFE 3,,,,,cochera:CORONEL
988.0,59280,SFE 8,,,,,cochera:CORONEL
988.0,59280,SFE 5,,,,,cochera:CONCEPCIÓN
988.0,59280,SFE 6,,,,,cochera:CONCEPCIÓN
988.0,59280,SFE B1,,,,,cochera:LAJA
988.0,59280,SFE B2,,,,,cochera:HUALQUI
988.0,59280,UT 2,,,,,cochera:OMER HUET
990.0,59400,SFE 1,20072,L2,CW->CC,10.077,circulando
990.0,59400,SFE 10,20376,L1,TH->LJ,82.79,circulando
990.0,59400,SFE 11,20320,L1,TH->LJ,67.609,circulando
990.0,59400,SFE 9,20069,L2,CC->CW,6.378,circulando
990.0,59400,SFE B2,20323,L1,LJ->TH,46.917,circulando
990.0,59400,SFE B3,20856,L1,LJ->TH,82.79,circulando
990.0,59400,UT 1,20321,L1,LJ->TH,68.521,circulando
990.0,59400,SFE 2,,,,,cochera:CORONEL
990.0,59400,SFE 3,,,,,cochera:CORONEL
990.0,59400,SFE 8,,,,,cochera:CORONEL
990.0,59400,SFE 4,,,,,cochera:El Arenal
990.0,59400,SFE 7,,,,,cochera:El Arenal
990.0,59400,SFE 5,,,,,cochera:CONCEPCIÓN
990.0,59400,SFE 6,,,,,cochera:CONCEPCIÓN
990.0,59400,SFE B1,,,,,cochera:LAJA
990.0,59400,UT 2,,,,,cochera:OMER HUET
992.0,59520,SFE 1,20072,L2,CW->CC,9.209,circulando
992.0,59520,SFE 10,20376,L1,TH->LJ,81.837,circulando
992.0,59520,SFE 11,20320,L1,TH->LJ,65.784,circulando
992.0,59520,SFE 9,20069,L2,CC->CW,7.628,circulando
992.0,59520,SFE B2,20323,L1,LJ->TH,49.015,circulando
992.0,59520,SFE B3,20856,L1,LJ->TH,84.261,circulando
992.0,59520,UT 1,20321,L1,LJ->TH,68.521,circulando
992.0,59520,SFE 2,,,,,cochera:CORONEL
992.0,59520,SFE 3,,,,,cochera:CORONEL
992.0,59520,SFE 8,,,,,cochera:CORONEL
992.0,59520,SFE 4,,,,,cochera:El Arenal
992.0,59520,SFE 7,,,,,cochera:El Arenal
992.0,59520,SFE 5,,,,,cochera:CONCEPCIÓN
992.0,59520,SFE 6,,,,,cochera:CONCEPCIÓN
992.0,59520,SFE B1,,,,,cochera:LAJA
992.0,59520,UT 2,,,,,cochera:OMER HUET
994.0,59640,SFE 1,20072,L2,CW->CC,8.277,circulando
994.0,59640,SFE 10,20376,L1,TH->LJ,81.36,circulando
994.0,59640,SFE 11,20320,L1,TH->LJ,63.959,circulando
994.0,59640,SFE 9,20069,L2,CC->CW,8.768,circulando
994.0,59640,SFE B2,20323,L1,LJ->TH,51.112,circulando
994.0,59640,UT 1,20321,L1,LJ->TH,70.264,circulando
994.0,59640,SFE 2,,,,,cochera:CORONEL
994.0,59640,SFE 3,,,,,cochera:CORONEL
994.0,59640,SFE 8,,,,,cochera:CORONEL
994.0,59640,SFE 4,,,,,cochera:El Arenal
994.0,59640,SFE 7,,,,,cochera:El Arenal
994.0,59640,SFE 5,,,,,cochera:CONCEPCIÓN
994.0,59640,SFE 6,,,,,cochera:CONCEPCIÓN
994.0,59640,SFE B1,,,,,cochera:LAJA
994.0,59640,SFE B3,,,,,cochera:Mercado
994.0,59640,UT 2,,,,,cochera:OMER HUET
996.0,59760,SFE 1,20072,L2,CW->CC,7.065,circulando
996.0,59760,SFE 10,20376,L1,TH->LJ,79.215,circulando
996.0,59760,SFE 11,20320,L1,TH->LJ,62.135,circulando
996.0,59760,SFE 9,20069,L2,CC->CW,9.83,circulando
996.0,59760,SFE B2,20323,L1,LJ->TH,53.21,circulando
996.0,59760,SFE B3,20248,L1,TH->LJ,84.996,circulando
996.0,59760,UT 1,20321,L1,LJ->TH,72.007,circulando
996.0,59760,SFE 2,,,,,cochera:CORONEL
996.0,59760,SFE 3,,,,,cochera:CORONEL
996.0,59760,SFE 8,,,,,cochera:CORONEL
996.0,59760,SFE 4,,,,,cochera:El Arenal
996.0,59760,SFE 7,,,,,cochera:El Arenal
996.0,59760,SFE 5,,,,,cochera:CONCEPCIÓN
996.0,59760,SFE 6,,,,,cochera:CONCEPCIÓN
996.0,59760,SFE B1,,,,,cochera:LAJA
996.0,59760,UT 2,,,,,cochera:OMER HUET
998.0,59880,SFE 1,20072,L2,CW->CC,5.571,circulando
998.0,59880,SFE 10,20376,L1,TH->LJ,78.163,circulando
998.0,59880,SFE 11,20320,L1,TH->LJ,60.31,circulando
998.0,59880,SFE 9,20069,L2,CC->CW,10.655,circulando
998.0,59880,SFE B2,20323,L1,LJ->TH,54.617,circulando
998.0,59880,SFE B3,20248,L1,TH->LJ,84.261,circulando
998.0,59880,UT 1,20321,L1,LJ->TH,72.878,circulando
998.0,59880,SFE 2,,,,,cochera:CORONEL
998.0,59880,SFE 3,,,,,cochera:CORONEL
998.0,59880,SFE 8,,,,,cochera:CORONEL
998.0,59880,SFE 4,,,,,cochera:El Arenal
998.0,59880,SFE 7,,,,,cochera:El Arenal
998.0,59880,SFE 5,,,,,cochera:CONCEPCIÓN
998.0,59880,SFE 6,,,,,cochera:CONCEPCIÓN
998.0,59880,SFE B1,,,,,cochera:LAJA
998.0,59880,UT 2,,,,,cochera:OMER HUET
1000.0,60000,SFE 1,20072,L2,CW->CC,4.376,circulando
1000.0,60000,SFE 10,20376,L1,TH->LJ,76.06,circulando
1000.0,60000,SFE 11,20320,L1,TH->LJ,59.478,circulando
1000.0,60000,SFE 5,20071,L2,CC->CW,1.0,circulando
1000.0,60000,SFE 9,20069,L2,CC->CW,11.769,circulando
1000.0,60000,SFE B2,20323,L1,LJ->TH,55.32,circulando
1000.0,60000,SFE B3,20248,L1,TH->LJ,83.525,circulando
1000.0,60000,UT 1,20321,L1,LJ->TH,74.999,circulando
1000.0,60000,SFE 2,,,,,cochera:CORONEL
1000.0,60000,SFE 3,,,,,cochera:CORONEL
1000.0,60000,SFE 8,,,,,cochera:CORONEL
1000.0,60000,SFE 4,,,,,cochera:El Arenal
1000.0,60000,SFE 7,,,,,cochera:El Arenal
1000.0,60000,SFE 6,,,,,cochera:CONCEPCIÓN
1000.0,60000,SFE B1,,,,,cochera:LAJA
1000.0,60000,UT 2,,,,,cochera:OMER HUET
1002.0,60120,SFE 1,20072,L2,CW->CC,3.469,circulando
1002.0,60120,SFE 10,20376,L1,TH->LJ,74.999,circulando
1002.0,60120,SFE 11,20320,L1,TH->LJ,58.647,circulando
1002.0,60120,SFE 5,20071,L2,CC->CW,2.001,circulando
1002.0,60120,SFE 9,20069,L2,CC->CW,13.581,circulando
1002.0,60120,SFE B2,20323,L1,LJ->TH,56.983,circulando
1002.0,60120,SFE B3,20248,L1,TH->LJ,82.79,circulando
1002.0,60120,UT 1,20321,L1,LJ->TH,76.06,circulando
1002.0,60120,SFE 2,,,,,cochera:CORONEL
1002.0,60120,SFE 3,,,,,cochera:CORONEL
1002.0,60120,SFE 8,,,,,cochera:CORONEL
1002.0,60120,SFE 4,,,,,cochera:El Arenal
1002.0,60120,SFE 7,,,,,cochera:El Arenal
1002.0,60120,SFE 6,,,,,cochera:CONCEPCIÓN
1002.0,60120,SFE B1,,,,,cochera:LAJA
1002.0,60120,UT 2,,,,,cochera:OMER HUET
1004.0,60240,SFE 1,20072,L2,CW->CC,2.481,circulando
1004.0,60240,SFE 10,20376,L1,TH->LJ,72.878,circulando
1004.0,60240,SFE 11,20320,L1,TH->LJ,56.983,circulando
1004.0,60240,SFE 5,20071,L2,CC->CW,3.003,circulando
1004.0,60240,SFE 9,20069,L2,CC->CW,14.383,circulando
1004.0,60240,SFE B2,20323,L1,LJ->TH,57.815,circulando
1004.0,60240,UT 1,20321,L1,LJ->TH,78.163,circulando
1004.0,60240,SFE 2,,,,,cochera:CORONEL
1004.0,60240,SFE 3,,,,,cochera:CORONEL
1004.0,60240,SFE 8,,,,,cochera:CORONEL
1004.0,60240,SFE 4,,,,,cochera:El Arenal
1004.0,60240,SFE 7,,,,,cochera:El Arenal
1004.0,60240,SFE B3,,,,,cochera:El Arenal
1004.0,60240,SFE 6,,,,,cochera:CONCEPCIÓN
1004.0,60240,SFE B1,,,,,cochera:LAJA
1004.0,60240,UT 2,,,,,cochera:OMER HUET
1006.0,60360,SFE 1,20072,L2,CW->CC,1.494,circulando
1006.0,60360,SFE 10,20376,L1,TH->LJ,72.007,circulando
1006.0,60360,SFE 11,20320,L1,TH->LJ,56.151,circulando
1006.0,60360,SFE 5,20071,L2,CC->CW,3.839,circulando
1006.0,60360,SFE 7,20250,L1,TH->LJ,81.898,circulando
1006.0,60360,SFE 9,20069,L2,CC->CW,15.26,circulando
1006.0,60360,SFE B2,20323,L1,LJ->TH,58.647,circulando
1006.0,60360,UT 1,20321,L1,LJ->TH,79.215,circulando
1006.0,60360,SFE 2,,,,,cochera:CORONEL
1006.0,60360,SFE 3,,,,,cochera:CORONEL
1006.0,60360,SFE 8,,,,,cochera:CORONEL
1006.0,60360,SFE 4,,,,,cochera:El Arenal
1006.0,60360,SFE B3,,,,,cochera:El Arenal
1006.0,60360,SFE 6,,,,,cochera:CONCEPCIÓN
1006.0,60360,SFE B1,,,,,cochera:LAJA
1006.0,60360,UT 2,,,,,cochera:OMER HUET
1008.0,60480,SFE 10,20376,L1,TH->LJ,70.264,circulando
1008.0,60480,SFE 11,20320,L1,TH->LJ,55.32,circulando
1008.0,60480,SFE 5,20071,L2,CC->CW,5.154,circulando
1008.0,60480,SFE 7,20250,L1,TH->LJ,80.115,circulando
1008.0,60480,SFE 9,20069,L2,CC->CW,16.137,circulando
1008.0,60480,SFE B2,20323,L1,LJ->TH,60.31,circulando
1008.0,60480,UT 1,20321,L1,LJ->TH,81.36,circulando
1008.0,60480,SFE 1,,,,,cochera:CONCEPCIÓN
1008.0,60480,SFE 6,,,,,cochera:CONCEPCIÓN
1008.0,60480,SFE 2,,,,,cochera:CORONEL
1008.0,60480,SFE 3,,,,,cochera:CORONEL
1008.0,60480,SFE 8,,,,,cochera:CORONEL
1008.0,60480,SFE 4,,,,,cochera:El Arenal
1008.0,60480,SFE B3,,,,,cochera:El Arenal
1008.0,60480,SFE B1,,,,,cochera:LAJA
1008.0,60480,UT 2,,,,,cochera:OMER HUET
1010.0,60600,SFE 10,20376,L1,TH->LJ,68.521,circulando
1010.0,60600,SFE 11,20320,L1,TH->LJ,53.913,circulando
1010.0,60600,SFE 5,20071,L2,CC->CW,6.378,circulando
1010.0,60600,SFE 7,20250,L1,TH->LJ,78.331,circulando
1010.0,60600,SFE 8,20078,L2,CW->CC,27.355,circulando
1010.0,60600,SFE 9,20069,L2,CC->CW,17.3,circulando
1010.0,60600,SFE B2,20323,L1,LJ->TH,61.222,circulando
1010.0,60600,UT 1,20321,L1,LJ->TH,81.837,circulando
1010.0,60600,SFE 1,,,,,cochera:CONCEPCIÓN
1010.0,60600,SFE 6,,,,,cochera:CONCEPCIÓN
1010.0,60600,SFE 2,,,,,cochera:CORONEL
1010.0,60600,SFE 3,,,,,cochera:CORONEL
1010.0,60600,SFE 4,,,,,cochera:El Arenal
1010.0,60600,SFE B3,,,,,cochera:El Arenal
1010.0,60600,SFE B1,,,,,cochera:LAJA
1010.0,60600,UT 2,,,,,cochera:OMER HUET
1012.0,60720,SFE 10,20376,L1,TH->LJ,68.521,circulando
1012.0,60720,SFE 11,20320,L1,TH->LJ,52.161,circulando
1012.0,60720,SFE 5,20071,L2,CC->CW,7.628,circulando
1012.0,60720,SFE 7,20250,L1,TH->LJ,76.547,circulando
1012.0,60720,SFE 8,20078,L2,CW->CC,25.888,circulando
1012.0,60720,SFE 9,20069,L2,CC->CW,18.693,circulando
1012.0,60720,SFE B2,20323,L1,LJ->TH,63.047,circulando
1012.0,60720,UT 1,20321,L1,LJ->TH,82.79,circulando
1012.0,60720,SFE 1,,,,,cochera:CONCEPCIÓN
1012.0,60720,SFE 6,,,,,cochera:CONCEPCIÓN
1012.0,60720,SFE 2,,,,,cochera:CORONEL
1012.0,60720,SFE 3,,,,,cochera:CORONEL
1012.0,60720,SFE 4,,,,,cochera:El Arenal
1012.0,60720,SFE B3,,,,,cochera:El Arenal
1012.0,60720,SFE B1,,,,,cochera:LAJA
1012.0,60720,UT 2,,,,,cochera:OMER HUET
1014.0,60840,SFE 10,20376,L1,TH->LJ,68.521,circulando
1014.0,60840,SFE 11,20320,L1,TH->LJ,50.064,circulando
1014.0,60840,SFE 5,20071,L2,CC->CW,8.768,circulando
1014.0,60840,SFE 7,20250,L1,TH->LJ,74.764,circulando
1014.0,60840,SFE 8,20078,L2,CW->CC,24.663,circulando
1014.0,60840,SFE 9,20069,L2,CC->CW,21.248,circulando
1014.0,60840,SFE B2,20323,L1,LJ->TH,64.872,circulando
1014.0,60840,UT 1,20321,L1,LJ->TH,83.525,circulando
1014.0,60840,SFE 1,,,,,cochera:CONCEPCIÓN
1014.0,60840,SFE 6,,,,,cochera:CONCEPCIÓN
1014.0,60840,SFE 2,,,,,cochera:CORONEL
1014.0,60840,SFE 3,,,,,cochera:CORONEL
1014.0,60840,SFE 4,,,,,cochera:El Arenal
1014.0,60840,SFE B3,,,,,cochera:El Arenal
1014.0,60840,SFE B1,,,,,cochera:LAJA
1014.0,60840,UT 2,,,,,cochera:OMER HUET
1016.0,60960,SFE 1,20073,L2,CC->CW,1.501,circulando
1016.0,60960,SFE 10,20376,L1,TH->LJ,68.521,circulando
1016.0,60960,SFE 11,20320,L1,TH->LJ,47.966,circulando
1016.0,60960,SFE 5,20071,L2,CC->CW,9.83,circulando
1016.0,60960,SFE 7,20250,L1,TH->LJ,72.98,circulando
1016.0,60960,SFE 8,20078,L2,CW->CC,23.165,circulando
1016.0,60960,SFE 9,20069,L2,CC->CW,23.382,circulando
1016.0,60960,SFE B2,20323,L1,LJ->TH,66.696,circulando
1016.0,60960,UT 1,20321,L1,LJ->TH,84.996,circulando
1016.0,60960,SFE 2,,,,,cochera:CORONEL
1016.0,60960,SFE 3,,,,,cochera:CORONEL
1016.0,60960,SFE 4,,,,,cochera:El Arenal
1016.0,60960,SFE B3,,,,,cochera:El Arenal
1016.0,60960,SFE 6,,,,,cochera:CONCEPCIÓN
1016.0,60960,SFE B1,,,,,cochera:LAJA
1016.0,60960,UT 2,,,,,cochera:OMER HUET
1018.0,61080,SFE 1,20073,L2,CC->CW,2.502,circulando
1018.0,61080,SFE 10,20376,L1,TH->LJ,68.521,circulando
1018.0,61080,SFE 5,20071,L2,CC->CW,10.655,circulando
1018.0,61080,SFE 7,20250,L1,TH->LJ,71.196,circulando
1018.0,61080,SFE 8,20078,L2,CW->CC,20.988,circulando
1018.0,61080,SFE 9,20069,L2,CC->CW,24.749,circulando
1018.0,61080,SFE B2,20323,L1,LJ->TH,68.521,circulando
1018.0,61080,SFE 11,,,,,cochera:HUALQUI
1018.0,61080,SFE 2,,,,,cochera:CORONEL
1018.0,61080,SFE 3,,,,,cochera:CORONEL
1018.0,61080,SFE 4,,,,,cochera:El Arenal
1018.0,61080,SFE B3,,,,,cochera:El Arenal
1018.0,61080,SFE 6,,,,,cochera:CONCEPCIÓN
1018.0,61080,SFE B1,,,,,cochera:LAJA
1018.0,61080,UT 1,,,,,cochera:Mercado
1018.0,61080,UT 2,,,,,cochera:OMER HUET
1020.0,61200,SFE 1,20073,L2,CC->CW,3.504,circulando
1020.0,61200,SFE 10,20376,L1,TH->LJ,67.609,circulando
1020.0,61200,SFE 11,20325,L1,LJ->TH,46.917,circulando
1020.0,61200,SFE 5,20071,L2,CC->CW,11.769,circulando
1020.0,61200,SFE 7,20250,L1,TH->LJ,69.413,circulando
1020.0,61200,SFE 8,20078,L2,CW->CC,18.575,circulando
1020.0,61200,SFE 9,20069,L2,CC->CW,25.935,circulando
1020.0,61200,SFE B2,20323,L1,LJ->TH,68.521,circulando
1020.0,61200,SFE 2,,,,,cochera:CORONEL
1020.0,61200,SFE 3,,,,,cochera:CORONEL
1020.0,61200,SFE 4,,,,,cochera:El Arenal
1020.0,61200,SFE B3,,,,,cochera:El Arenal
1020.0,61200,SFE 6,,,,,cochera:CONCEPCIÓN
1020.0,61200,SFE B1,,,,,cochera:LAJA
1020.0,61200,UT 1,,,,,cochera:Mercado
1020.0,61200,UT 2,,,,,cochera:OMER HUET
1022.0,61320,SFE 1,20073,L2,CC->CW,4.435,circulando
1022.0,61320,SFE 10,20376,L1,TH->LJ,65.784,circulando
1022.0,61320,SFE 11,20325,L1,LJ->TH,49.015,circulando
1022.0,61320,SFE 3,20082,L2,CW->CC,27.355,circulando
1022.0,61320,SFE 5,20071,L2,CC->CW,13.581,circulando
1022.0,61320,SFE 8,20078,L2,CW->CC,17.182,circulando
1022.0,61320,SFE 9,20069,L2,CC->CW,27.355,circulando
1022.0,61320,SFE B2,20323,L1,LJ->TH,68.521,circulando
1022.0,61320,UT 1,20322,L1,TH->LJ,84.261,circulando
1022.0,61320,SFE 2,,,,,cochera:CORONEL
1022.0,61320,SFE 4,,,,,cochera:El Arenal
1022.0,61320,SFE B3,,,,,cochera:El Arenal
1022.0,61320,SFE 6,,,,,cochera:CONCEPCIÓN
1022.0,61320,SFE 7,,,,,cochera:CONCEPCIÓN
1022.0,61320,SFE B1,,,,,cochera:LAJA
1022.0,61320,UT 2,,,,,cochera:OMER HUET
1024.0,61440,SFE 1,20073,L2,CC->CW,5.631,circulando
1024.0,61440,SFE 10,20376,L1,TH->LJ,63.959,circulando
1024.0,61440,SFE 11,20325,L1,LJ->TH,51.112,circulando
1024.0,61440,SFE 3,20082,L2,CW->CC,25.888,circulando
1024.0,61440,SFE 5,20071,L2,CC->CW,14.383,circulando
1024.0,61440,SFE 8,20078,L2,CW->CC,16.063,circulando
1024.0,61440,SFE B2,20323,L1,LJ->TH,70.264,circulando
1024.0,61440,UT 1,20322,L1,TH->LJ,82.79,circulando
1024.0,61440,SFE 2,,,,,cochera:CORONEL
1024.0,61440,SFE 9,,,,,cochera:CORONEL
1024.0,61440,SFE 4,,,,,cochera:El Arenal
1024.0,61440,SFE B3,,,,,cochera:El Arenal
1024.0,61440,SFE 6,,,,,cochera:CONCEPCIÓN
1024.0,61440,SFE 7,,,,,cochera:CONCEPCIÓN
1024.0,61440,SFE B1,,,,,cochera:LAJA
1024.0,61440,UT 2,,,,,cochera:OMER HUET
1026.0,61560,SFE 1,20073,L2,CC->CW,7.125,circulando
1026.0,61560,SFE 10,20376,L1,TH->LJ,62.135,circulando
1026.0,61560,SFE 11,20325,L1,LJ->TH,53.21,circulando
1026.0,61560,SFE 3,20082,L2,CW->CC,24.663,circulando
1026.0,61560,SFE 5,20071,L2,CC->CW,15.26,circulando
1026.0,61560,SFE 8,20078,L2,CW->CC,15.187,circulando
1026.0,61560,SFE B2,20323,L1,LJ->TH,72.007,circulando
1026.0,61560,UT 1,20322,L1,TH->LJ,82.313,circulando
1026.0,61560,SFE 2,,,,,cochera:CORONEL
1026.0,61560,SFE 9,,,,,cochera:CORONEL
1026.0,61560,SFE 4,,,,,cochera:El Arenal
1026.0,61560,SFE B3,,,,,cochera:El Arenal
